Class,A1x_1,A1y_1,A1z_1,G1x_1,G1y_1,G1z_1,A2x_1,A2y_1,A2z_1,G2x_1,G2y_1,G2z_1,A3x_1,A3y_1,A3z_1,G3x_1,G3y_1,G3z_1,A4x_1,A4y_1,A4z_1,G4x_1,G4y_1,G4z_1,A1x_2,A1y_2,A1z_2,G1x_2,G1y_2,G1z_2,A2x_2,A2y_2,A2z_2,G2x_2,G2y_2,G2z_2,A3x_2,A3y_2,A3z_2,G3x_2,G3y_2,G3z_2,A4x_2,A4y_2,A4z_2,G4x_2,G4y_2,G4z_2
Calcio,0.206,9.4124,-0.0527,12.3062,5.047,-0.4022,0.067,9.4284,-2.9209,5.521,4.6256,-9.8737,-0.1703,1.1935,-0.0516,0.3049,2.0726,-1.6841,0.108,-0.0309,-0.0495,-2.2067,0.1671,-1.0451,-1.9256,10.0351,0.4215,7.4172,4.7932,3.8259,1.3838,9.2799,-2.6671,2.8395,3.9696,-9.0118,-0.3427,0.6407,-0.0708,0.6093,0.8173,-1.6703,-0.0197,0.1671,-0.066,-2.1072,-2.0742,0.5901
Calcio,-1.9256,10.0351,0.4215,7.4172,4.7932,3.8259,1.3838,9.2799,-2.6671,2.8395,3.9696,-9.0118,-0.3427,0.6407,-0.0708,0.6093,0.8173,-1.6703,-0.0197,0.1671,-0.066,-2.1072,-2.0742,0.5901,-1.4514,8.9143,-0.182,6.7469,7.4029,4.7692,2.3942,9.256,-2.8252,4.276,5.4205,-10.3525,0.265,0.9323,-0.1187,1.0844,1.1563,-1.6852,0.0117,0.4619,-0.0772,-3.1576,-1.1047,0.1878
Fine,-1.4514,8.9143,-0.182,6.7469,7.4029,4.7692,2.3942,9.256,-2.8252,4.276,5.4205,-10.3525,0.265,0.9323,-0.1187,1.0844,1.1563,-1.6852,0.0117,0.4619,-0.0772,-3.1576,-1.1047,0.1878,-0.1677,10.6674,-0.1389,8.4755,8.0158,1.8483,1.0295,9.0022,-3.2657,4.3287,10.0365,-6.1531,0.0564,0.3964,-0.2448,1.1169,0.712,-1.7804,0.0144,0.456,-0.2033,-2.403,-2.4472,0.9802
Inizio,-3.1423,8.3969,3.9614,2.7773,9.2033,-0.929,-0.3543,10.4196,-0.8523,1.4653,8.5856,-5.2241,-2.6121,-0.3528,-0.7748,-0.1532,0.3012,-0.016,0.622,-1.2952,0.4347,0.2134,-0.2921,0.1171,2.9746,7.3192,8.5981,2.3128,9.0884,-1.4892,-6.8857,9.3039,-4.9081,-0.9194,9.8306,-4.5873,-0.5199,-1.8587,-1.1121,-0.397,-0.5922,0.1245,0.2783,-3.0203,1.9204,0.6327,-1.6043,0.7822
Calcio,2.9746,7.3192,8.5981,2.3128,9.0884,-1.4892,-6.8857,9.3039,-4.9081,-0.9194,9.8306,-4.5873,-0.5199,-1.8587,-1.1121,-0.397,-0.5922,0.1245,0.2783,-3.0203,1.9204,0.6327,-1.6043,0.7822,-3.8991,3.8177,8.0377,6.0621,8.102,-0.6895,9.1028,4.525,-5.0326,4.3,9.3613,-3.2274,1.0344,-4.4517,-0.1953,-0.0404,-2.6733,0.2357,0.1336,-4.5655,3.7317,1.4309,-1.5735,1.7964
Calcio,-3.8991,3.8177,8.0377,6.0621,8.102,-0.6895,9.1028,4.525,-5.0326,4.3,9.3613,-3.2274,1.0344,-4.4517,-0.1953,-0.0404,-2.6733,0.2357,0.1336,-4.5655,3.7317,1.4309,-1.5735,1.7964,-5.6714,12.5451,10.768,-1.8052,9.2656,1.6472,-13.5225,9.4715,-10.1035,-5.8897,27.179,9.9359,1.7634,-2.61,-0.4922,0.0245,-2.643,0.4581,-0.5449,-7.4916,3.9041,2.883,-1.8539,2.3716
Calcio,-5.6714,12.5451,10.768,-1.8052,9.2656,1.6472,-13.5225,9.4715,-10.1035,-5.8897,27.179,9.9359,1.7634,-2.61,-0.4922,0.0245,-2.643,0.4581,-0.5449,-7.4916,3.9041,2.883,-1.8539,2.3716,16.0562,18.6859,-6.3372,3.7254,13.1202,1.2977,6.9576,3.1173,-0.2059,1.221,16.1321,-10.0844,1.4293,-1.8299,0.9929,0.4262,-1.499,0.8594,0.5385,4.002,-2.2104,3.6397,-1.5117,4.7901
Calcio,16.0562,18.6859,-6.3372,3.7254,13.1202,1.2977,6.9576,3.1173,-0.2059,1.221,16.1321,-10.0844,1.4293,-1.8299,0.9929,0.4262,-1.499,0.8594,0.5385,4.002,-2.2104,3.6397,-1.5117,4.7901,10.7009,14.054,5.8438,-0.5507,7.2832,8.4851,9.6151,8.7532,-4.889,-28.4958,3.7828,-27.9978,1.9678,-5.2684,-0.8908,-3.9706,-3.7376,1.0935,0.0346,0.1245,-0.5396,-0.7492,1.3063,4.524
Calcio,10.7009,14.054,5.8438,-0.5507,7.2832,8.4851,9.6151,8.7532,-4.889,-28.4958,3.7828,-27.9978,1.9678,-5.2684,-0.8908,-3.9706,-3.7376,1.0935,0.0346,0.1245,-0.5396,-0.7492,1.3063,4.524,7.9275,10.8351,3.5686,0.905,8.7005,10.6446,6.0382,7.0629,-4.4772,-10.9223,-2.0255,-24.0234,2.4999,-6.8563,-1.9071,-7.8199,-3.8477,1.4223,-0.588,-1.8193,0.4209,0.439,2.1098,6.4912
Calcio,7.9275,10.8351,3.5686,0.905,8.7005,10.6446,6.0382,7.0629,-4.4772,-10.9223,-2.0255,-24.0234,2.4999,-6.8563,-1.9071,-7.8199,-3.8477,1.4223,-0.588,-1.8193,0.4209,0.439,2.1098,6.4912,6.2845,2.5291,13.8959,-4.7166,15.9023,23.8223,11.6023,10.9511,1.6903,-7.197,-4.6783,-9.2799,-1.4303,-6.8547,0.8386,-7.5475,-3.4763,1.2808,-0.7779,-6.0118,1.1722,1.7081,7.9556,5.6409
Calcio,6.2845,2.5291,13.8959,-4.7166,15.9023,23.8223,11.6023,10.9511,1.6903,-7.197,-4.6783,-9.2799,-1.4303,-6.8547,0.8386,-7.5475,-3.4763,1.2808,-0.7779,-6.0118,1.1722,1.7081,7.9556,5.6409,3.5973,3.2045,12.8804,4.8842,8.8777,16.2279,9.7923,3.2561,1.5993,-5.5785,-15.1457,-2.4038,1.4016,-1.2478,-0.1554,-6.1895,-8.5388,0.2075,-1.8826,-8.4292,3.7599,-5.9799,4.7571,0.97
Calcio,3.5973,3.2045,12.8804,4.8842,8.8777,16.2279,9.7923,3.2561,1.5993,-5.5785,-15.1457,-2.4038,1.4016,-1.2478,-0.1554,-6.1895,-8.5388,0.2075,-1.8826,-8.4292,3.7599,-5.9799,4.7571,0.97,-6.3516,12.5068,4.3254,-1.0343,11.6023,6.7325,-2.5618,5.6886,3.1699,2.5283,-11.7268,2.8539,-0.1841,-2.933,0.3395,-4.4022,-7.9035,1.3441,-3.2374,-7.5331,2.8686,-8.1541,3.8014,2.7436
Calcio,-6.3516,12.5068,4.3254,-1.0343,11.6023,6.7325,-2.5618,5.6886,3.1699,2.5283,-11.7268,2.8539,-0.1841,-2.933,0.3395,-4.4022,-7.9035,1.3441,-3.2374,-7.5331,2.8686,-8.1541,3.8014,2.7436,-2.5435,11.338,-2.6106,-8.442,10.6734,3.7541,4.7549,12.1673,4.4149,-6.6559,-63.9348,27.4376,-0.5853,0.571,-0.1405,0.7609,-2.8723,2.8287,-0.5917,-1.5873,0.2293,5.2163,-3.7269,-1.1754
Calcio,-2.5435,11.338,-2.6106,-8.442,10.6734,3.7541,4.7549,12.1673,4.4149,-6.6559,-63.9348,27.4376,-0.5853,0.571,-0.1405,0.7609,-2.8723,2.8287,-0.5917,-1.5873,0.2293,5.2163,-3.7269,-1.1754,-1.0873,10.1357,0.5509,14.0683,1.6712,-6.2153,-7.2209,8.3653,-2.7581,-10.5776,13.8145,-21.5957,-0.4448,0.7865,-0.0521,2.0651,3.1091,1.2531,0.1644,0.1958,-0.3895,-7.2969,-2.3828,-2.5972
Calcio,-1.0873,10.1357,0.5509,14.0683,1.6712,-6.2153,-7.2209,8.3653,-2.7581,-10.5776,13.8145,-21.5957,-0.4448,0.7865,-0.0521,2.0651,3.1091,1.2531,0.1644,0.1958,-0.3895,-7.2969,-2.3828,-2.5972,-1.7005,11.4051,0.8478,6.177,7.1204,-14.5424,2.7054,6.7325,-5.5067,6.6176,-1.9489,-3.2944,-0.0436,0.2528,-0.0362,0.7056,2.9197,-0.2815,0.1245,0.5938,-0.216,3.0378,-3.3592,-0.6162
Calcio,-1.7005,11.4051,0.8478,6.177,7.1204,-14.5424,2.7054,6.7325,-5.5067,6.6176,-1.9489,-3.2944,-0.0436,0.2528,-0.0362,0.7056,2.9197,-0.2815,0.1245,0.5938,-0.216,3.0378,-3.3592,-0.6162,-2.3806,11.2374,0.4551,1.8818,0.0814,2.1356,-0.9481,10.1897,-0.7183,8.0876,-4.6256,-4.5203,-0.107,0.8578,0.0857,-1.0962,0.6316,-1.4452,-0.1963,-0.1235,-0.0692,0.6619,-4.7619,-2.0997
Calcio,-2.3806,11.2374,0.4551,1.8818,0.0814,2.1356,-0.9481,10.1897,-0.7183,8.0876,-4.6256,-4.5203,-0.107,0.8578,0.0857,-1.0962,0.6316,-1.4452,-0.1963,-0.1235,-0.0692,0.6619,-4.7619,-2.0997,-1.2023,9.9489,-0.4407,11.0708,1.8962,-2.5187,0.9864,7.9535,-2.4852,7.6662,-2.2649,-5.612,0.1117,1.0403,-0.2059,-0.4816,4.1212,-2.196,-0.0074,1.5522,-0.3959,-2.5424,-4.7683,-1.6501
Calcio,-1.2023,9.9489,-0.4407,11.0708,1.8962,-2.5187,0.9864,7.9535,-2.4852,7.6662,-2.2649,-5.612,0.1117,1.0403,-0.2059,-0.4816,4.1212,-2.196,-0.0074,1.5522,-0.3959,-2.5424,-4.7683,-1.6501,-0.9245,9.4986,-1.0346,7.2209,5.1667,3.1891,1.7286,8.4994,-3.7445,4.3479,2.1739,-11.9854,0.2623,1.1648,-0.2613,-0.729,1.6096,-1.5687,-0.24,0.3331,-0.2166,-4.6799,-3.4901,-1.4995
Calcio,-0.9245,9.4986,-1.0346,7.2209,5.1667,3.1891,1.7286,8.4994,-3.7445,4.3479,2.1739,-11.9854,0.2623,1.1648,-0.2613,-0.729,1.6096,-1.5687,-0.24,0.3331,-0.2166,-4.6799,-3.4901,-1.4995,-0.8287,9.2879,-0.0096,11.7076,4.7262,2.375,1.1061,8.8633,-3.1173,2.5953,-0.3352,-11.1953,0.3017,0.8785,-0.1538,0.0043,4.1606,-2.4605,-0.2985,0.8147,-0.3065,-3.4433,0.6614,-0.878
Calcio,-0.8287,9.2879,-0.0096,11.7076,4.7262,2.375,1.1061,8.8633,-3.1173,2.5953,-0.3352,-11.1953,0.3017,0.8785,-0.1538,0.0043,4.1606,-2.4605,-0.2985,0.8147,-0.3065,-3.4433,0.6614,-0.878,-0.2922,9.5418,2.4429,6.5841,5.7269,8.4324,0.1389,10.3573,-0.067,8.169,10.0844,-11.9662,-0.6784,-0.1203,-0.0383,1.1398,0.281,-2.4903,-0.0287,0.3139,-0.0591,-2.8229,-1.301,1.1696
Calcio,-0.2922,9.5418,2.4429,6.5841,5.7269,8.4324,0.1389,10.3573,-0.067,8.169,10.0844,-11.9662,-0.6784,-0.1203,-0.0383,1.1398,0.281,-2.4903,-0.0287,0.3139,-0.0591,-2.8229,-1.301,1.1696,0.2826,8.9238,0.0,6.5601,7.7716,4.0462,2.308,10.0556,-1.1013,3.7781,11.0947,-8.0254,-0.7035,0.1288,-0.0048,2.2796,0.7838,-2.4153,0.2309,0.2081,-0.1022,-2.9436,-1.6139,1.0206
Fine,0.2826,8.9238,0.0,6.5601,7.7716,4.0462,2.308,10.0556,-1.1013,3.7781,11.0947,-8.0254,-0.7035,0.1288,-0.0048,2.2796,0.7838,-2.4153,0.2309,0.2081,-0.1022,-2.9436,-1.6139,1.0206,0.4551,9.307,1.5855,7.3071,8.7963,3.0598,1.9632,9.5337,-0.8236,2.6288,10.4722,-0.2155,-0.663,0.6928,-0.9312,2.2572,-0.9051,-1.4846,0.7482,0.2964,-0.265,-1.4745,-1.1845,0.4608
Inizio,1.437,4.8236,5.7672,1.2019,9.1171,-0.8236,-2.3224,10.4483,0.067,2.2075,8.5904,-5.1667,-2.4339,0.1314,0.4869,0.0021,0.9046,0.0436,0.7652,-0.3517,0.3443,0.1804,-0.116,0.0495,-0.7137,8.1143,1.8106,3.893,8.983,-0.7135,-7.9966,8.5186,-5.7126,-1.4269,8.8873,-6.1387,0.2751,-2.3668,-0.9951,-0.2469,-0.3815,0.1309,0.4385,-2.4349,1.8672,0.663,-0.6226,0.315
Calcio,-0.7137,8.1143,1.8106,3.893,8.983,-0.7135,-7.9966,8.5186,-5.7126,-1.4269,8.8873,-6.1387,0.2751,-2.3668,-0.9951,-0.2469,-0.3815,0.1309,0.4385,-2.4349,1.8672,0.663,-0.6226,0.315,-9.6711,11.5009,9.8866,4.0893,8.9112,1.3695,16.2614,4.2665,5.43,-0.0335,17.2239,4.5203,1.8709,-2.5983,0.6694,-0.6199,-1.6889,0.0889,-2.2652,-6.3641,4.6139,1.4378,-2.6111,1.6581
Calcio,-9.6711,11.5009,9.8866,4.0893,8.9112,1.3695,16.2614,4.2665,5.43,-0.0335,17.2239,4.5203,1.8709,-2.5983,0.6694,-0.6199,-1.6889,0.0889,-2.2652,-6.3641,4.6139,1.4378,-2.6111,1.6581,13.4408,12.9762,-2.3327,-0.7614,12.0907,1.561,-12.2823,5.5545,20.1065,-7.6184,21.9692,-8.2744,2.1386,-3.347,1.2074,0.2884,-2.618,0.273,0.6167,8.1892,-1.3047,4.1659,-2.2508,4.4719
Calcio,13.4408,12.9762,-2.3327,-0.7614,12.0907,1.561,-12.2823,5.5545,20.1065,-7.6184,21.9692,-8.2744,2.1386,-3.347,1.2074,0.2884,-2.618,0.273,0.6167,8.1892,-1.3047,4.1659,-2.2508,4.4719,9.6519,14.1641,2.6537,4.2377,6.6702,10.094,3.0071,10.0652,2.2362,-39.5714,11.4156,-25.0912,1.0147,-4.5315,-0.6832,-4.0637,-5.27,1.7347,-0.2373,-2.1221,0.6891,1.1185,1.0115,6.1156
Calcio,9.6519,14.1641,2.6537,4.2377,6.6702,10.094,3.0071,10.0652,2.2362,-39.5714,11.4156,-25.0912,1.0147,-4.5315,-0.6832,-4.0637,-5.27,1.7347,-0.2373,-2.1221,0.6891,1.1185,1.0115,6.1156,9.3645,10.6147,13.8911,0.6608,33.2555,3.5147,8.2265,8.7245,-4.1755,-4.2904,-1.9441,-13.8241,2.0524,-9.3897,-1.6623,-7.9705,-6.4726,-1.1291,-0.5704,-1.3478,-0.2437,1.6421,6.0358,6.2454
Calcio,9.3645,10.6147,13.8911,0.6608,33.2555,3.5147,8.2265,8.7245,-4.1755,-4.2904,-1.9441,-13.8241,2.0524,-9.3897,-1.6623,-7.9705,-6.4726,-1.1291,-0.5704,-1.3478,-0.2437,1.6421,6.0358,6.2454,-24.2903,2.5339,-10.4902,4.7214,19.01,14.9494,18.3156,7.6662,3.3279,-1.1253,-4.7405,-5.6599,3.3592,-6.3077,-1.326,-9.0065,-5.6069,-1.2159,-0.8195,-10.5108,4.5288,-1.0121,7.1053,2.9963
Calcio,-24.2903,2.5339,-10.4902,4.7214,19.01,14.9494,18.3156,7.6662,3.3279,-1.1253,-4.7405,-5.6599,3.3592,-6.3077,-1.326,-9.0065,-5.6069,-1.2159,-0.8195,-10.5108,4.5288,-1.0121,7.1053,2.9963,2.9028,12.3679,10.9021,1.7095,10.2951,11.4634,-5.7509,8.3558,0.9864,1.7142,-4.2713,-2.7198,-0.2347,-1.748,0.116,-3.2416,-8.881,1.5947,-3.0421,-5.799,2.0247,-4.7502,2.3785,4.2356
Calcio,2.9028,12.3679,10.9021,1.7095,10.2951,11.4634,-5.7509,8.3558,0.9864,1.7142,-4.2713,-2.7198,-0.2347,-1.748,0.116,-3.2416,-8.881,1.5947,-3.0421,-5.799,2.0247,-4.7502,2.3785,4.2356,-4.5505,7.6593,1.5951,-4.7118,3.4907,-9.7252,-12.6031,13.3644,1.9776,-8.7388,-18.8041,25.8765,-0.1453,-1.1579,-0.0543,-0.3315,-1.4766,3.4784,-0.7396,-2.768,-0.1075,6.6418,-11.2143,-5.832
Calcio,-4.5505,7.6593,1.5951,-4.7118,3.4907,-9.7252,-12.6031,13.3644,1.9776,-8.7388,-18.8041,25.8765,-0.1453,-1.1579,-0.0543,-0.3315,-1.4766,3.4784,-0.7396,-2.768,-0.1075,6.6418,-11.2143,-5.832,-1.6717,10.2076,1.164,6.7325,1.5036,2.9784,0.656,11.066,-1.2402,7.5609,-1.3695,-6.766,-0.0782,-0.0277,-0.2304,0.5193,-3.2986,1.3058,0.2522,0.8226,-0.3065,3.206,-0.5571,-0.9147
Calcio,-1.6717,10.2076,1.164,6.7325,1.5036,2.9784,0.656,11.066,-1.2402,7.5609,-1.3695,-6.766,-0.0782,-0.0277,-0.2304,0.5193,-3.2986,1.3058,0.2522,0.8226,-0.3065,3.206,-0.5571,-0.9147,-3.4057,10.2124,-0.1054,-3.1987,4.7453,-5.679,-2.1979,10.0317,-2.3415,7.197,-9.7636,-2.8252,0.1064,0.2857,-0.1873,-1.7735,3.1969,-0.1495,0.3342,0.9472,-0.3368,0.6593,-3.8105,-1.8762
Calcio,-3.4057,10.2124,-0.1054,-3.1987,4.7453,-5.679,-2.1979,10.0317,-2.3415,7.197,-9.7636,-2.8252,0.1064,0.2857,-0.1873,-1.7735,3.1969,-0.1495,0.3342,0.9472,-0.3368,0.6593,-3.8105,-1.8762,-2.4333,8.8951,-0.3832,7.3215,2.7342,-1.3503,2.6432,9.2081,-4.276,6.5362,-5.4636,-6.766,0.4087,0.3698,-0.2363,-0.6215,-1.3196,-1.7624,0.223,0.5353,-0.1426,-1.798,-3.3603,-1.574
Calcio,-2.4333,8.8951,-0.3832,7.3215,2.7342,-1.3503,2.6432,9.2081,-4.276,6.5362,-5.4636,-6.766,0.4087,0.3698,-0.2363,-0.6215,-1.3196,-1.7624,0.223,0.5353,-0.1426,-1.798,-3.3603,-1.574,-1.1161,8.6125,-0.5556,11.631,3.711,-1.3743,0.7997,9.5289,-3.3088,3.3615,0.5363,-11.1474,0.0559,0.9136,-0.2666,1.0908,4.1622,-2.3402,0.0984,0.704,-0.2118,-3.9999,-2.3695,-1.5426
Calcio,-1.1161,8.6125,-0.5556,11.631,3.711,-1.3743,0.7997,9.5289,-3.3088,3.3615,0.5363,-11.1474,0.0559,0.9136,-0.2666,1.0908,4.1622,-2.3402,0.0984,0.704,-0.2118,-3.9999,-2.3695,-1.5426,-2.4094,10.1932,-0.2922,9.2991,4.4149,0.1867,0.929,8.8681,-3.1029,5.8754,5.2289,-10.9894,-0.1963,2.3317,-0.0032,0.5428,0.6577,-2.4488,0.1378,1.2324,-0.3624,-2.7196,-0.7551,-0.8791
Calcio,-2.4094,10.1932,-0.2922,9.2991,4.4149,0.1867,0.929,8.8681,-3.1029,5.8754,5.2289,-10.9894,-0.1963,2.3317,-0.0032,0.5428,0.6577,-2.4488,0.1378,1.2324,-0.3624,-2.7196,-0.7551,-0.8791,0.9197,9.3789,-0.091,9.8689,7.2209,1.2833,1.6089,8.5377,-3.5961,4.6735,6.5457,-10.319,-0.1453,2.0029,-0.0426,0.6055,1.8379,-2.4142,0.0521,1.6708,-0.5507,-2.9644,-0.4411,-0.7577
Calcio,0.9197,9.3789,-0.091,9.8689,7.2209,1.2833,1.6089,8.5377,-3.5961,4.6735,6.5457,-10.319,-0.1453,2.0029,-0.0426,0.6055,1.8379,-2.4142,0.0521,1.6708,-0.5507,-2.9644,-0.4411,-0.7577,1.073,9.7717,-1.4753,9.1506,8.2648,-0.1437,-0.8045,8.4228,-3.8499,4.1994,9.5241,-7.7428,-0.3964,0.8599,-0.356,1.2175,1.2334,-1.7602,-0.1378,1.1047,-0.5305,-2.3764,-0.953,0.3363
Calcio,1.073,9.7717,-1.4753,9.1506,8.2648,-0.1437,-0.8045,8.4228,-3.8499,4.1994,9.5241,-7.7428,-0.3964,0.8599,-0.356,1.2175,1.2334,-1.7602,-0.1378,1.1047,-0.5305,-2.3764,-0.953,0.3363,-1.2694,10.1597,0.867,6.2201,8.1451,1.5323,0.7326,9.3422,-1.3264,5.0278,10.7691,-6.3255,-0.5103,0.5018,-0.3852,1.2957,0.8583,-1.0919,0.323,0.7221,-0.4613,1.2856,-1.4133,0.5092
Calcio,-1.2694,10.1597,0.867,6.2201,8.1451,1.5323,0.7326,9.3422,-1.3264,5.0278,10.7691,-6.3255,-0.5103,0.5018,-0.3852,1.2957,0.8583,-1.0919,0.323,0.7221,-0.4613,1.2856,-1.4133,0.5092,-1.1592,10.9165,-0.6514,5.3056,7.5178,0.838,2.3176,7.0102,-3.9648,2.3798,10.1514,-1.743,-0.2112,0.406,-0.5454,1.7049,0.6316,-0.6226,0.4193,0.0484,-0.3267,-0.5114,0.1187,-0.4555
Calcio,-1.1592,10.9165,-0.6514,5.3056,7.5178,0.838,2.3176,7.0102,-3.9648,2.3798,10.1514,-1.743,-0.2112,0.406,-0.5454,1.7049,0.6316,-0.6226,0.4193,0.0484,-0.3267,-0.5114,0.1187,-0.4555,-3.444,8.9813,0.4311,4.458,9.9982,-1.063,1.719,7.8386,-5.4396,4.4388,11.4395,-6.6846,0.0713,0.0968,-0.2788,1.4958,0.6875,-0.1421,0.0431,-0.1235,-0.4938,-0.4816,-0.1623,-0.4752
Fine,-3.444,8.9813,0.4311,4.458,9.9982,-1.063,1.719,7.8386,-5.4396,4.4388,11.4395,-6.6846,0.0713,0.0968,-0.2788,1.4958,0.6875,-0.1421,0.0431,-0.1235,-0.4938,-0.4816,-0.1623,-0.4752,-3.0129,10.1597,3.6452,1.7909,9.3948,-1.5897,0.2442,9.1123,-4.8315,-1.7573,10.0317,-3.3854,1.3164,0.7492,-0.8833,0.017,0.3012,-0.7045,-0.2395,0.0367,-0.4087,-0.3113,-0.679,-0.3038
Inizio,2.8644,9.446,5.3026,2.4181,8.7149,-0.7422,-1.4365,9.8833,-1.6041,0.3591,9.5002,-3.5386,-1.9055,-0.9695,0.3922,-0.0021,0.0511,-0.0266,0.1815,-0.0564,0.1304,0.1591,-0.2975,0.0937,-5.9732,7.0366,3.6404,2.5043,9.6486,-2.1356,-4.8076,10.5249,-4.8363,0.0622,9.821,-2.5905,-0.821,-3.1416,-1.3186,0.0511,-0.216,0.017,-0.0995,-1.6416,1.2329,0.7732,-0.3092,0.1
Calcio,-5.9732,7.0366,3.6404,2.5043,9.6486,-2.1356,-4.8076,10.5249,-4.8363,0.0622,9.821,-2.5905,-0.821,-3.1416,-1.3186,0.0511,-0.216,0.017,-0.0995,-1.6416,1.2329,0.7732,-0.3092,0.1,5.2643,7.3575,7.9515,2.9975,9.1842,0.4166,-0.2682,6.9288,-4.4197,-2.0973,7.3885,-6.3015,-0.1426,-1.4293,-0.5704,-0.6263,-1.1238,0.1086,-0.0192,-2.8479,1.8635,0.9679,-1.0147,0.5454
Calcio,5.2643,7.3575,7.9515,2.9975,9.1842,0.4166,-0.2682,6.9288,-4.4197,-2.0973,7.3885,-6.3015,-0.1426,-1.4293,-0.5704,-0.6263,-1.1238,0.1086,-0.0192,-2.8479,1.8635,0.9679,-1.0147,0.5454,-4.4643,6.2654,11.75,3.304,8.8442,1.9106,16.611,4.865,4.7788,-2.8156,9.4715,-5.9759,0.919,-5.6335,-0.1128,-0.9977,-1.5373,-0.0234,-2.1476,-3.5971,3.9531,0.7333,-1.8374,1.1318
Calcio,-4.4643,6.2654,11.75,3.304,8.8442,1.9106,16.611,4.865,4.7788,-2.8156,9.4715,-5.9759,0.919,-5.6335,-0.1128,-0.9977,-1.5373,-0.0234,-2.1476,-3.5971,3.9531,0.7333,-1.8374,1.1318,-5.384,13.3307,0.9484,-1.1444,10.6063,1.0199,-15.9885,14.2168,-0.5938,-7.5369,28.1175,7.9727,1.9433,-0.9567,-0.6981,-0.3927,-2.768,0.2219,-0.2804,-5.6681,2.7558,3.5747,-2.1689,3.0863
Calcio,-5.384,13.3307,0.9484,-1.1444,10.6063,1.0199,-15.9885,14.2168,-0.5938,-7.5369,28.1175,7.9727,1.9433,-0.9567,-0.6981,-0.3927,-2.768,0.2219,-0.2804,-5.6681,2.7558,3.5747,-2.1689,3.0863,-1.5472,5.3936,3.4105,2.6671,8.6622,6.2776,5.5833,4.4484,-12.8186,-15.3468,22.7353,-12.9766,1.8246,-6.1576,-0.9472,-0.182,-3.4981,1.1957,2.1343,-3.9579,1.2808,1.7629,-4.8114,8.7107
Calcio,-1.5472,5.3936,3.4105,2.6671,8.6622,6.2776,5.5833,4.4484,-12.8186,-15.3468,22.7353,-12.9766,1.8246,-6.1576,-0.9472,-0.182,-3.4981,1.1957,2.1343,-3.9579,1.2808,1.7629,-4.8114,8.7107,6.9887,8.7658,6.5911,-0.8811,11.3437,5.6982,8.2361,6.9623,-3.6583,-8.3989,1.1588,-24.4687,2.1875,-6.9026,-1.0695,-6.4066,-1.2201,1.9252,-0.348,-1.6884,0.1383,-0.2724,3.3864,7.0707
Calcio,6.9887,8.7658,6.5911,-0.8811,11.3437,5.6982,8.2361,6.9623,-3.6583,-8.3989,1.1588,-24.4687,2.1875,-6.9026,-1.0695,-6.4066,-1.2201,1.9252,-0.348,-1.6884,0.1383,-0.2724,3.3864,7.0707,-2.2561,6.3755,8.8616,0.7183,12.4786,23.7457,8.7771,11.1761,0.3926,-7.9583,-3.8307,-11.133,1.9827,-6.3997,-0.5454,-6.8435,-6.5061,1.6533,-0.6806,-4.7949,0.8338,2.7824,7.1564,7.1255
Calcio,-2.2561,6.3755,8.8616,0.7183,12.4786,23.7457,8.7771,11.1761,0.3926,-7.9583,-3.8307,-11.133,1.9827,-6.3997,-0.5454,-6.8435,-6.5061,1.6533,-0.6806,-4.7949,0.8338,2.7824,7.1564,7.1255,-9.9777,1.7675,3.3387,3.8451,22.9939,13.5033,22.0889,8.3127,9.3134,-4.3096,-4.5586,-2.0973,0.547,-4.4527,0.5805,-7.2766,-4.5772,-0.1064,-1.2553,-7.3474,2.0758,0.5837,7.4097,3.0027
Calcio,-9.9777,1.7675,3.3387,3.8451,22.9939,13.5033,22.0889,8.3127,9.3134,-4.3096,-4.5586,-2.0973,0.547,-4.4527,0.5805,-7.2766,-4.5772,-0.1064,-1.2553,-7.3474,2.0758,0.5837,7.4097,3.0027,-9.6232,3.2955,0.1581,-1.4078,13.8145,11.1618,-5.4588,11.8561,3.8259,-3.0837,-9.3948,-2.9784,-0.6098,-1.8757,-0.2586,-3.2406,-8.3472,2.469,-2.3913,-6.3928,1.7629,-4.6161,1.4825,4.8225
Calcio,-9.6232,3.2955,0.1581,-1.4078,13.8145,11.1618,-5.4588,11.8561,3.8259,-3.0837,-9.3948,-2.9784,-0.6098,-1.8757,-0.2586,-3.2406,-8.3472,2.469,-2.3913,-6.3928,1.7629,-4.6161,1.4825,4.8225,-6.9312,8.579,1.4658,-0.2969,3.6919,-2.9066,3.2082,10.6781,-0.5794,-6.3111,6.3877,21.1025,-0.8152,-1.0605,-0.3698,0.8434,-0.538,1.9278,-0.1501,-1.0733,-0.0809,7.0904,-12.5813,-5.7277
Calcio,-6.9312,8.579,1.4658,-0.2969,3.6919,-2.9066,3.2082,10.6781,-0.5794,-6.3111,6.3877,21.1025,-0.8152,-1.0605,-0.3698,0.8434,-0.538,1.9278,-0.1501,-1.0733,-0.0809,7.0904,-12.5813,-5.7277,-1.461,10.7872,0.7041,6.4979,-0.9768,0.723,-3.3471,10.0987,-3.2801,-2.8299,15.8592,-11.7986,-0.1559,0.3251,-0.3863,0.1623,-1.7783,1.5277,0.1479,0.2219,-0.2554,2.0353,-1.823,-1.7363
