Class,A1x_1,A1y_1,A1z_1,G1x_1,G1y_1,G1z_1,A2x_1,A2y_1,A2z_1,G2x_1,G2y_1,G2z_1,A3x_1,A3y_1,A3z_1,G3x_1,G3y_1,G3z_1,A4x_1,A4y_1,A4z_1,G4x_1,G4y_1,G4z_1,A1x_2,A1y_2,A1z_2,G1x_2,G1y_2,G1z_2,A2x_2,A2y_2,A2z_2,G2x_2,G2y_2,G2z_2,A3x_2,A3y_2,A3z_2,G3x_2,G3y_2,G3z_2,A4x_2,A4y_2,A4z_2,G4x_2,G4y_2,G4z_2
Calcio,3.8464,37.9659,14.8874,-7.2592,17.4202,-0.9816,5.3391,17.2861,-30.3537,-2.0063,15.3756,-3.4668,-10.705,-1.184,-4.4437,1.4958,2.759,-0.0926,-0.9961,0.9988,-2.3908,-0.6609,-0.4198,0.3076,6.1696,9.422,-4.0141,0.4357,13.1968,0.9002,28.7975,-4.1659,-29.7168,4.0127,11.248,0.0814,-5.2796,-0.1979,-3.0213,1.6283,3.9956,1.0046,-12.0944,1.4931,2.2737,-0.3826,-0.3012,-0.3666
Calcio,6.1696,9.422,-4.0141,0.4357,13.1968,0.9002,28.7975,-4.1659,-29.7168,4.0127,11.248,0.0814,-5.2796,-0.1979,-3.0213,1.6283,3.9956,1.0046,-12.0944,1.4931,2.2737,-0.3826,-0.3012,-0.3666,-3.1997,2.7878,18.6764,1.9393,8.2121,8.418,-3.1508,25.4312,9.165,2.5857,11.995,-1.8627,-6.537,-2.2923,0.1091,1.0477,1.3122,-0.7795,-17.3256,8.9821,0.6816,1.0121,2.6425,-0.6045
Calcio,-3.1997,2.7878,18.6764,1.9393,8.2121,8.418,-3.1508,25.4312,9.165,2.5857,11.995,-1.8627,-6.537,-2.2923,0.1091,1.0477,1.3122,-0.7795,-17.3256,8.9821,0.6816,1.0121,2.6425,-0.6045,6.6294,10.2172,8.7754,1.0487,3.055,3.2322,20.9062,42.3055,28.1414,-5.4013,7.1251,-5.9903,-6.2608,-1.9986,-1.7884,0.3847,1.8129,-0.5667,-13.8706,1.1765,-2.2019,1.2553,2.8127,-1.4207
Calcio,6.6294,10.2172,8.7754,1.0487,3.055,3.2322,20.9062,42.3055,28.1414,-5.4013,7.1251,-5.9903,-6.2608,-1.9986,-1.7884,0.3847,1.8129,-0.5667,-13.8706,1.1765,-2.2019,1.2553,2.8127,-1.4207,-10.7009,7.7838,1.8442,-1.9297,3.9648,4.5969,4.1611,27.811,-10.6111,-3.5865,5.5737,-8.26,-2.0869,0.8226,0.7987,0.6178,4.1595,-0.1112,-6.686,-2.8282,0.4794,0.8375,2.0758,-0.1431
Calcio,-10.7009,7.7838,1.8442,-1.9297,3.9648,4.5969,4.1611,27.811,-10.6111,-3.5865,5.5737,-8.26,-2.0869,0.8226,0.7987,0.6178,4.1595,-0.1112,-6.686,-2.8282,0.4794,0.8375,2.0758,-0.1431,-3.9805,-0.4407,-0.2922,-15.3277,13.2447,5.6647,17.2957,-5.9951,-20.1065,-3.304,1.0822,-10.8601,2.7888,0.8067,2.6132,0.1229,6.4891,2.1865,-2.3285,-2.0939,2.3823,0.2341,0.7641,-0.6619
Calcio,-3.9805,-0.4407,-0.2922,-15.3277,13.2447,5.6647,17.2957,-5.9951,-20.1065,-3.304,1.0822,-10.8601,2.7888,0.8067,2.6132,0.1229,6.4891,2.1865,-2.3285,-2.0939,2.3823,0.2341,0.7641,-0.6619,0.4359,2.6633,1.1496,18.3875,11.7555,1.6903,-6.3829,-3.5243,-16.1848,17.176,9.9503,-9.7157,4.2383,0.5667,3.4098,-0.1107,0.5268,0.4901,3.0091,0.2198,1.4436,-0.7466,1.0999,-0.647
Calcio,0.4359,2.6633,1.1496,18.3875,11.7555,1.6903,-6.3829,-3.5243,-16.1848,17.176,9.9503,-9.7157,4.2383,0.5667,3.4098,-0.1107,0.5268,0.4901,3.0091,0.2198,1.4436,-0.7466,1.0999,-0.647,-5.6858,0.2012,14.2264,-3.055,5.6312,-3.3662,1.0343,-0.7326,-9.5241,-12.5552,16.3332,-0.1772,4.6464,-0.4635,3.9217,0.6838,-1.0488,0.5752,5.783,2.775,1.5564,-0.7136,-0.9003,-0.8386
Calcio,-5.6858,0.2012,14.2264,-3.055,5.6312,-3.3662,1.0343,-0.7326,-9.5241,-12.5552,16.3332,-0.1772,4.6464,-0.4635,3.9217,0.6838,-1.0488,0.5752,5.783,2.775,1.5564,-0.7136,-0.9003,-0.8386,-10.2842,0.3593,8.828,4.8171,8.9543,2.1596,-1.4078,17.2478,1.2929,-1.7382,14.4466,-4.9225,2.9814,1.7203,3.8365,-0.1836,-1.0797,1.2755,5.9708,0.3113,3.4034,-0.6455,-0.3719,0.2884
Calcio,-10.2842,0.3593,8.828,4.8171,8.9543,2.1596,-1.4078,17.2478,1.2929,-1.7382,14.4466,-4.9225,2.9814,1.7203,3.8365,-0.1836,-1.0797,1.2755,5.9708,0.3113,3.4034,-0.6455,-0.3719,0.2884,-2.328,9.6567,7.5731,-4.0893,14.8632,8.1211,-6.4691,24.2724,6.9145,1.6472,4.458,-7.7716,3.0559,1.8092,4.9731,0.1799,-0.9578,0.0436,7.1388,2.6175,2.6765,-0.1059,-0.0878,-0.099
Calcio,-2.328,9.6567,7.5731,-4.0893,14.8632,8.1211,-6.4691,24.2724,6.9145,1.6472,4.458,-7.7716,3.0559,1.8092,4.9731,0.1799,-0.9578,0.0436,7.1388,2.6175,2.6765,-0.1059,-0.0878,-0.099,-9.149,7.5874,10.1309,1.8483,8.5569,2.7869,-10.5105,15.0164,-1.0726,-3.3567,7.2592,-7.1347,2.5366,-1.4122,1.4958,0.2634,-0.1878,0.5273,2.4429,2.3051,1.5399,0.1171,0.1096,0.0426
Calcio,-9.149,7.5874,10.1309,1.8483,8.5569,2.7869,-10.5105,15.0164,-1.0726,-3.3567,7.2592,-7.1347,2.5366,-1.4122,1.4958,0.2634,-0.1878,0.5273,2.4429,2.3051,1.5399,0.1171,0.1096,0.0426,-6.639,10.0256,7.4964,-0.8236,10.3477,4.9608,-10.7069,19.7809,2.1835,0.8428,8.0397,-6.6415,1.7331,-0.5827,0.9621,0.0958,-0.5784,0.1421,0.8258,1.5623,1.3,0.0905,0.1517,0.0037
Calcio,-6.639,10.0256,7.4964,-0.8236,10.3477,4.9608,-10.7069,19.7809,2.1835,0.8428,8.0397,-6.6415,1.7331,-0.5827,0.9621,0.0958,-0.5784,0.1421,0.8258,1.5623,1.3,0.0905,0.1517,0.0037,-7.5156,7.5826,2.898,2.4038,6.4643,3.3902,-9.9886,17.0802,1.2067,-0.723,8.2313,-6.948,0.8296,-0.4129,0.1266,0.5396,0.7897,0.5295,0.6822,0.1394,0.6694,0.0229,0.3863,-0.0096
Calcio,-7.5156,7.5826,2.898,2.4038,6.4643,3.3902,-9.9886,17.0802,1.2067,-0.723,8.2313,-6.948,0.8296,-0.4129,0.1266,0.5396,0.7897,0.5295,0.6822,0.1394,0.6694,0.0229,0.3863,-0.0096,-3.1518,7.7407,3.9662,0.0479,9.505,1.1444,-8.1355,12.7419,2.2505,0.4022,7.4077,-6.9576,1.1291,-0.3406,-0.248,0.8019,0.1804,-0.1399,0.1192,0.3688,-0.0952,0.0963,0.3688,0.1559
Fine,-3.1518,7.7407,3.9662,0.0479,9.505,1.1444,-8.1355,12.7419,2.2505,0.4022,7.4077,-6.9576,1.1291,-0.3406,-0.248,0.8019,0.1804,-0.1399,0.1192,0.3688,-0.0952,0.0963,0.3688,0.1559,-3.3434,6.0307,3.4871,-1.5658,10.319,1.0726,-6.2728,8.3606,0.3065,0.431,8.5808,-4.9608,1.5527,-0.8604,-0.3395,0.7721,-0.1378,0.4613,-0.2224,0.1187,-0.3597,0.1623,0.0021,0.339
Inizio,0.2826,7.9994,-2.8644,3.1651,7.8913,2.2314,-0.2442,7.513,-6.4739,5.8658,12.4929,-2.2027,0.3762,0.6768,-0.0633,-0.3704,0.1963,-0.0484,-0.1123,0.5305,-0.1889,0.572,2.096,-1.5559,0.867,9.1777,-2.9986,4.0797,9.1985,2.9688,-0.5411,8.6239,-5.3774,3.553,8.3127,-2.4517,0.2533,1.5123,-0.4023,-0.9073,-0.3358,0.1511,-0.265,0.6731,-0.2533,0.8461,1.4527,-1.1494
Calcio,0.867,9.1777,-2.9986,4.0797,9.1985,2.9688,-0.5411,8.6239,-5.3774,3.553,8.3127,-2.4517,0.2533,1.5123,-0.4023,-0.9073,-0.3358,0.1511,-0.265,0.6731,-0.2533,0.8461,1.4527,-1.1494,3.0465,9.8627,-2.031,2.9449,6.8809,4.3287,0.972,9.2608,-3.5721,0.7183,8.6814,-0.0144,0.4225,1.433,-0.4895,-0.7535,1.7326,0.8892,0.1144,0.4635,-0.4832,0.3682,3.935,-2.9202
Calcio,3.0465,9.8627,-2.031,2.9449,6.8809,4.3287,0.972,9.2608,-3.5721,0.7183,8.6814,-0.0144,0.4225,1.433,-0.4895,-0.7535,1.7326,0.8892,0.1144,0.4635,-0.4832,0.3682,3.935,-2.9202,1.643,11.8649,-2.9123,4.9225,5.9328,6.9192,1.8435,8.4467,-5.4444,7.015,4.0414,-6.1052,1.9396,1.6038,-0.895,-1.1728,1.7224,1.0397,0.1905,0.6385,-0.5055,1.0546,0.5412,-0.6795
Calcio,1.643,11.8649,-2.9123,4.9225,5.9328,6.9192,1.8435,8.4467,-5.4444,7.015,4.0414,-6.1052,1.9396,1.6038,-0.895,-1.1728,1.7224,1.0397,0.1905,0.6385,-0.5055,1.0546,0.5412,-0.6795,-2.0932,3.2668,7.0749,0.0287,6.8378,9.6103,-4.0606,12.6127,-3.5099,-1.7957,20.1927,-6.9719,-2.9793,3.3773,-0.7897,-0.3464,-0.0176,0.2357,0.8232,1.2148,-1.2212,-0.0463,-2.3754,0.2352
Calcio,-2.0932,3.2668,7.0749,0.0287,6.8378,9.6103,-4.0606,12.6127,-3.5099,-1.7957,20.1927,-6.9719,-2.9793,3.3773,-0.7897,-0.3464,-0.0176,0.2357,0.8232,1.2148,-1.2212,-0.0463,-2.3754,0.2352,-10.4135,15.558,9.834,9.505,4.9177,5.928,6.5793,17.7841,10.3094,0.5076,2.2218,-10.2951,-9.5631,1.8315,-1.6863,0.8173,2.4046,-0.3038,1.9177,1.4048,-1.9284,-0.0873,1.202,-0.6125
Calcio,-10.4135,15.558,9.834,9.505,4.9177,5.928,6.5793,17.7841,10.3094,0.5076,2.2218,-10.2951,-9.5631,1.8315,-1.6863,0.8173,2.4046,-0.3038,1.9177,1.4048,-1.9284,-0.0873,1.202,-0.6125,0.4455,31.4562,18.7961,-6.0525,13.0867,9.1794,-2.6049,21.1504,-20.4465,-2.2027,15.8448,-1.7095,-10.7838,-0.9067,-3.4199,1.2372,1.5708,-0.009,3.0016,2.3801,-3.1639,-0.1463,0.1586,0.1463
Calcio,0.4455,31.4562,18.7961,-6.0525,13.0867,9.1794,-2.6049,21.1504,-20.4465,-2.2027,15.8448,-1.7095,-10.7838,-0.9067,-3.4199,1.2372,1.5708,-0.009,3.0016,2.3801,-3.1639,-0.1463,0.1586,0.1463,2.3088,13.7618,-8.2197,-1.7765,11.0277,4.6064,21.2988,2.6528,-28.8358,1.2402,4.5394,-4.3048,-5.4206,-0.2671,-1.6879,2.2679,6.6615,0.4965,-5.8336,2.1524,1.4819,0.0809,0.4869,-0.3704
Calcio,2.3088,13.7618,-8.2197,-1.7765,11.0277,4.6064,21.2988,2.6528,-28.8358,1.2402,4.5394,-4.3048,-5.4206,-0.2671,-1.6879,2.2679,6.6615,0.4965,-5.8336,2.1524,1.4819,0.0809,0.4869,-0.3704,-13.4408,4.1721,10.2315,2.1356,6.5457,7.0725,-11.4874,19.7905,1.087,-1.3647,7.1204,-4.0462,-7.3767,-0.8306,-5.0327,-0.3395,-0.2772,-0.0984,-16.3284,5.6617,3.5785,1.126,3.0639,-1.7177
Calcio,-13.4408,4.1721,10.2315,2.1356,6.5457,7.0725,-11.4874,19.7905,1.087,-1.3647,7.1204,-4.0462,-7.3767,-0.8306,-5.0327,-0.3395,-0.2772,-0.0984,-16.3284,5.6617,3.5785,1.126,3.0639,-1.7177,1.4562,4.311,-0.0335,-5.0278,8.6622,4.4628,-8.8729,40.8355,3.4333,-3.4812,8.4994,-5.5019,-6.0746,-0.9493,-1.7379,-0.2155,4.1452,-0.6029,-13.4614,4.8156,-3.8296,1.6033,3.2517,-0.4236
Calcio,1.4562,4.311,-0.0335,-5.0278,8.6622,4.4628,-8.8729,40.8355,3.4333,-3.4812,8.4994,-5.5019,-6.0746,-0.9493,-1.7379,-0.2155,4.1452,-0.6029,-13.4614,4.8156,-3.8296,1.6033,3.2517,-0.4236,0.0623,-6.8641,0.9724,-8.2169,9.4858,5.6216,8.983,11.4012,-16.9366,-0.6273,-3.8738,-9.845,-0.5593,-0.7056,2.0162,-0.1181,3.3555,1.1063,-5.0721,-0.1485,-0.7231,1.0839,-0.9833,2.2338
Calcio,0.0623,-6.8641,0.9724,-8.2169,9.4858,5.6216,8.983,11.4012,-16.9366,-0.6273,-3.8738,-9.845,-0.5593,-0.7056,2.0162,-0.1181,3.3555,1.1063,-5.0721,-0.1485,-0.7231,1.0839,-0.9833,2.2338,-2.2896,-0.1581,-1.1017,-7.4603,8.6718,3.0933,21.9979,-4.8076,-17.6213,8.4084,1.4461,-13.9438,1.6517,0.3868,2.825,-0.4709,4.3905,2.5094,-4.1122,-2.3174,3.0373,0.3145,-0.0122,-0.364
Calcio,-2.2896,-0.1581,-1.1017,-7.4603,8.6718,3.0933,21.9979,-4.8076,-17.6213,8.4084,1.4461,-13.9438,1.6517,0.3868,2.825,-0.4709,4.3905,2.5094,-4.1122,-2.3174,3.0373,0.3145,-0.0122,-0.364,-7.4677,0.9963,6.9982,2.8539,6.9432,-0.9577,6.9001,-4.5011,-13.4554,9.1123,24.9907,-1.0151,3.9978,-0.7998,3.9052,0.4491,-1.881,-0.6625,3.3933,2.7558,2.2482,-1.7304,-0.5023,-0.8663
Calcio,-7.4677,0.9963,6.9982,2.8539,6.9432,-0.9577,6.9001,-4.5011,-13.4554,9.1123,24.9907,-1.0151,3.9978,-0.7998,3.9052,0.4491,-1.881,-0.6625,3.3933,2.7558,2.2482,-1.7304,-0.5023,-0.8663,-10.2028,1.5376,8.4448,4.0845,9.414,1.2929,0.7278,8.1977,-5.0613,0.7661,10.4244,-0.7901,4.5804,0.6173,3.9738,0.646,-0.0772,0.3555,4.7299,0.3602,3.5646,-0.5715,-0.9482,-0.1107
Calcio,-10.2028,1.5376,8.4448,4.0845,9.414,1.2929,0.7278,8.1977,-5.0613,0.7661,10.4244,-0.7901,4.5804,0.6173,3.9738,0.646,-0.0772,0.3555,4.7299,0.3602,3.5646,-0.5715,-0.9482,-0.1107,-3.9614,9.0388,9.604,3.4093,13.441,5.0853,-6.7038,21.6101,3.2465,-2.4708,7.2496,-4.8459,2.4365,1.6182,4.664,1.1675,-1.6096,1.1456,6.4481,1.6921,3.4183,-0.2708,-0.0032,0.0074
Calcio,-3.9614,9.0388,9.604,3.4093,13.441,5.0853,-6.7038,21.6101,3.2465,-2.4708,7.2496,-4.8459,2.4365,1.6182,4.664,1.1675,-1.6096,1.1456,6.4481,1.6921,3.4183,-0.2708,-0.0032,0.0074,-9.0244,7.3671,11.6733,-8.3893,8.691,8.576,-7.8147,18.7466,3.8834,2.2745,8.6479,-6.8522,3.6466,-1.5921,4.5708,-0.5662,-0.9876,0.183,6.5152,3.836,2.1263,-0.0841,-0.0745,0.2112
Calcio,-9.0244,7.3671,11.6733,-8.3893,8.691,8.576,-7.8147,18.7466,3.8834,2.2745,8.6479,-6.8522,3.6466,-1.5921,4.5708,-0.5662,-0.9876,0.183,6.5152,3.836,2.1263,-0.0841,-0.0745,0.2112,-9.4555,7.9467,8.7466,3.9121,7.7093,2.3655,-16.3668,20.6811,-1.3216,-1.9441,7.4939,-6.5074,1.9704,-0.7817,1.0296,0.4135,-1.1483,0.2597,1.9683,1.848,1.3276,-0.3251,-0.4981,0.5135
Calcio,-9.4555,7.9467,8.7466,3.9121,7.7093,2.3655,-16.3668,20.6811,-1.3216,-1.9441,7.4939,-6.5074,1.9704,-0.7817,1.0296,0.4135,-1.1483,0.2597,1.9683,1.848,1.3276,-0.3251,-0.4981,0.5135,-4.3302,7.0461,5.8678,-1.901,11.2192,5.5306,-8.1977,16.4865,4.5586,0.4884,8.2935,-6.3973,0.8599,-0.2293,0.8913,0.5928,-1.0626,0.2826,0.9222,1.1164,1.2058,-0.1506,-0.0745,0.4028
Calcio,-4.3302,7.0461,5.8678,-1.901,11.2192,5.5306,-8.1977,16.4865,4.5586,0.4884,8.2935,-6.3973,0.8599,-0.2293,0.8913,0.5928,-1.0626,0.2826,0.9222,1.1164,1.2058,-0.1506,-0.0745,0.4028,-3.9949,7.4581,2.4717,0.7278,9.9216,1.6999,-7.9152,9.074,1.1684,1.834,7.5992,-4.4628,1.7698,-0.1048,-0.2948,1.2952,-1.4692,0.2453,0.5763,0.7221,-0.2049,-0.0021,0.0186,0.2027
Fine,-3.9949,7.4581,2.4717,0.7278,9.9216,1.6999,-7.9152,9.074,1.1684,1.834,7.5992,-4.4628,1.7698,-0.1048,-0.2948,1.2952,-1.4692,0.2453,0.5763,0.7221,-0.2049,-0.0021,0.0186,0.2027,-3.4967,8.2628,2.1699,-2.5666,9.2608,1.7765,-5.2289,8.3366,-2.6863,0.1772,9.2608,-4.4053,1.8853,0.7902,0.1027,0.9488,-0.3331,0.1048,0.0511,0.8136,-0.6981,0.2304,0.6199,0.1277
Inizio,1.6957,8.2005,-1.5951,4.6017,8.0493,5.8466,1.4509,7.3071,-8.2456,-4.4915,5.6024,-4.051,1.119,1.5511,-0.6529,-0.9243,1.0068,0.7178,-0.1187,1.0366,-0.6572,0.7998,3.1687,-3.3236,2.395,11.6685,-0.1198,6.6224,6.1244,7.5417,-1.0391,8.7436,-6.1004,3.8882,3.7589,-1.8531,1.8704,1.3031,-1.0733,-1.2787,3.505,1.342,-0.165,0.8381,-0.7795,0.1926,3.5417,-3.1937
Calcio,2.395,11.6685,-0.1198,6.6224,6.1244,7.5417,-1.0391,8.7436,-6.1004,3.8882,3.7589,-1.8531,1.8704,1.3031,-1.0733,-1.2787,3.505,1.342,-0.165,0.8381,-0.7795,0.1926,3.5417,-3.1937,-2.2465,5.1062,14.2504,0.996,4.7501,7.3023,-2.7342,13.5177,1.063,-5.0326,1.0247,-10.3621,-3.48,4.0781,-0.5263,0.4289,0.7577,0.4443,0.7402,1.7597,-1.8087,-0.1309,-3.6482,0.1187
Calcio,-2.2465,5.1062,14.2504,0.996,4.7501,7.3023,-2.7342,13.5177,1.063,-5.0326,1.0247,-10.3621,-3.48,4.0781,-0.5263,0.4289,0.7577,0.4443,0.7402,1.7597,-1.8087,-0.1309,-3.6482,0.1187,1.1448,31.8202,1.4179,5.6743,6.9863,11.1905,5.9041,21.3659,11.3294,7.5992,13.8193,-11.4012,-8.0056,1.9215,-0.6508,1.1196,3.2374,-0.4347,2.4264,2.3801,-2.2152,-0.422,1.6086,-1.292
Calcio,1.1448,31.8202,1.4179,5.6743,6.9863,11.1905,5.9041,21.3659,11.3294,7.5992,13.8193,-11.4012,-8.0056,1.9215,-0.6508,1.1196,3.2374,-0.4347,2.4264,2.3801,-2.2152,-0.422,1.6086,-1.292,-5.1206,21.4258,6.936,2.49,3.2561,8.825,-6.043,37.0575,7.8482,-11.3102,6.2058,-10.0221,-9.1236,2.5696,-5.5249,0.7476,-0.7162,-0.6572,5.1136,3.4843,-3.1895,-0.9158,2.395,-0.8189
Calcio,-5.1206,21.4258,6.936,2.49,3.2561,8.825,-6.043,37.0575,7.8482,-11.3102,6.2058,-10.0221,-9.1236,2.5696,-5.5249,0.7476,-0.7162,-0.6572,5.1136,3.4843,-3.1895,-0.9158,2.395,-0.8189,3.7171,13.5606,-9.8579,0.3352,16.0124,3.304,32.5947,-1.5323,-34.4957,2.7007,7.8673,-6.1387,-6.371,0.0639,-1.989,2.2961,6.4465,1.4894,-8.824,-1.7464,2.4041,0.2288,0.4741,-0.7529
Calcio,3.7171,13.5606,-9.8579,0.3352,16.0124,3.304,32.5947,-1.5323,-34.4957,2.7007,7.8673,-6.1387,-6.371,0.0639,-1.989,2.2961,6.4465,1.4894,-8.824,-1.7464,2.4041,0.2288,0.4741,-0.7529,5.8343,-5.6043,8.4544,4.865,9.007,0.3831,-30.7942,12.3254,-19.2111,5.138,7.5848,0.091,-4.5432,0.4842,-2.4711,1.6309,3.9525,-0.4401,-14.3798,-6.9489,3.7854,0.5321,2.6068,-1.3
Calcio,5.8343,-5.6043,8.4544,4.865,9.007,0.3831,-30.7942,12.3254,-19.2111,5.138,7.5848,0.091,-4.5432,0.4842,-2.4711,1.6309,3.9525,-0.4401,-14.3798,-6.9489,3.7854,0.5321,2.6068,-1.3,13.4121,19.0644,14.1402,0.0431,11.0133,1.8914,-3.8211,35.1756,27.3945,-9.9072,18.9333,-3.2034,-9.2008,-0.3395,0.3395,0.2708,3.9525,-0.1884,-17.4363,0.4544,-2.9208,1.126,1.1275,0.1394
Calcio,13.4121,19.0644,14.1402,0.0431,11.0133,1.8914,-3.8211,35.1756,27.3945,-9.9072,18.9333,-3.2034,-9.2008,-0.3395,0.3395,0.2708,3.9525,-0.1884,-17.4363,0.4544,-2.9208,1.126,1.1275,0.1394,-7.6257,3.9614,-0.7281,2.5618,1.3886,4.6017,8.9591,32.6186,-3.304,-2.5762,5.1284,-7.3933,-2.2311,0.1298,1.0174,-0.4401,2.6175,-0.0255,-7.8678,-2.1652,-0.2852,0.729,-0.1969,0.6369
Calcio,-7.6257,3.9614,-0.7281,2.5618,1.3886,4.6017,8.9591,32.6186,-3.304,-2.5762,5.1284,-7.3933,-2.2311,0.1298,1.0174,-0.4401,2.6175,-0.0255,-7.8678,-2.1652,-0.2852,0.729,-0.1969,0.6369,6.1935,-8.2963,0.6754,-14.437,8.2887,0.8092,-2.8491,0.3352,-41.4388,6.3303,-0.8667,-12.1194,-0.2905,-0.5475,2.4956,-0.008,2.8617,1.7017,-3.7285,2.8383,-0.4768,0.5087,-0.8152,0.8301
Calcio,6.1935,-8.2963,0.6754,-14.437,8.2887,0.8092,-2.8491,0.3352,-41.4388,6.3303,-0.8667,-12.1194,-0.2905,-0.5475,2.4956,-0.008,2.8617,1.7017,-3.7285,2.8383,-0.4768,0.5087,-0.8152,0.8301,-8.7945,-0.2682,7.5252,23.3243,6.7852,-4.5825,1.9872,-5.8083,-17.5591,23.3052,30.6123,-4.9321,4.5474,-0.174,3.3768,-0.3459,-0.8423,-1.1339,3.3332,2.75,0.8897,-0.4933,1.35,1.1009
Calcio,-8.7945,-0.2682,7.5252,23.3243,6.7852,-4.5825,1.9872,-5.8083,-17.5591,23.3052,30.6123,-4.9321,4.5474,-0.174,3.3768,-0.3459,-0.8423,-1.1339,3.3332,2.75,0.8897,-0.4933,1.35,1.1009,-6.0019,-3.1854,8.7131,0.7949,9.7636,2.4469,5.794,2.6624,-10.7117,-11.1187,-10.0604,-6.5362,5.0093,2.1572,2.9867,0.6018,-1.2866,0.6784,4.267,0.0937,2.7861,0.5811,-2.8447,0.083
Calcio,-6.0019,-3.1854,8.7131,0.7949,9.7636,2.4469,5.794,2.6624,-10.7117,-11.1187,-10.0604,-6.5362,5.0093,2.1572,2.9867,0.6018,-1.2866,0.6784,4.267,0.0937,2.7861,0.5811,-2.8447,0.083,-8.8664,-3.6069,10.5956,6.7133,11.6262,-1.0774,-3.4668,13.5799,1.1875,4.2425,11.8465,-10.7069,3.853,2.0965,3.7833,0.8375,0.3672,-1.0238,6.5338,0.4363,3.3486,0.1197,2.0619,-0.9594
Calcio,-8.8664,-3.6069,10.5956,6.7133,11.6262,-1.0774,-3.4668,13.5799,1.1875,4.2425,11.8465,-10.7069,3.853,2.0965,3.7833,0.8375,0.3672,-1.0238,6.5338,0.4363,3.3486,0.1197,2.0619,-0.9594,-7.3479,10.7776,10.6147,-6.948,5.8849,0.0335,-5.8323,18.33,7.3119,-2.4229,6.6846,-6.6128,3.355,-2.0651,4.0643,0.1357,-1.0578,0.5412,7.4033,3.4843,1.9151,-0.1612,1.1536,-0.6497
Calcio,-7.3479,10.7776,10.6147,-6.948,5.8849,0.0335,-5.8323,18.33,7.3119,-2.4229,6.6846,-6.6128,3.355,-2.0651,4.0643,0.1357,-1.0578,0.5412,7.4033,3.4843,1.9151,-0.1612,1.1536,-0.6497,-9.1825,7.9946,9.7334,2.7821,12.4068,7.2353,-1.9441,14.2647,-1.8292,-2.2553,8.0876,-4.889,2.6941,-0.9972,2.4711,-0.2964,0.7476,0.9711,3.9797,1.8837,2.2168,-0.0862,-0.0463,0.1362
Calcio,-9.1825,7.9946,9.7334,2.7821,12.4068,7.2353,-1.9441,14.2647,-1.8292,-2.2553,8.0876,-4.889,2.6941,-0.9972,2.4711,-0.2964,0.7476,0.9711,3.9797,1.8837,2.2168,-0.0862,-0.0463,0.1362,-9.6615,8.5358,4.0859,0.1724,11.0325,2.5618,-5.6743,19.4313,3.2609,-2.2458,7.3215,-8.5808,2.0343,-0.0527,0.6188,0.6247,0.9993,0.6348,0.6093,1.4191,1.0163,-0.0883,0.423,0.0623
Calcio,-9.6615,8.5358,4.0859,0.1724,11.0325,2.5618,-5.6743,19.4313,3.2609,-2.2458,7.3215,-8.5808,2.0343,-0.0527,0.6188,0.6247,0.9993,0.6348,0.6093,1.4191,1.0163,-0.0883,0.423,0.0623,-2.989,9.1538,5.9444,0.8332,8.6335,3.8882,-8.4467,15.5719,3.5434,1.312,5.9711,-6.3446,1.1999,-0.2804,0.4837,0.9222,-0.5933,-0.0458,0.5545,0.5928,0.6407,-0.1107,0.5188,0.157
Calcio,-2.989,9.1538,5.9444,0.8332,8.6335,3.8882,-8.4467,15.5719,3.5434,1.312,5.9711,-6.3446,1.1999,-0.2804,0.4837,0.9222,-0.5933,-0.0458,0.5545,0.5928,0.6407,-0.1107,0.5188,0.157,-4.1242,8.2437,3.7123,-1.0965,9.5912,0.7853,-4.8794,13.2639,-0.4262,-1.3455,8.1738,-7.5753,0.3427,0.24,0.2512,0.5353,-0.2453,0.0431,-0.1016,-0.2389,0.7455,-0.1889,0.6061,-0.0016
Calcio,-4.1242,8.2437,3.7123,-1.0965,9.5912,0.7853,-4.8794,13.2639,-0.4262,-1.3455,8.1738,-7.5753,0.3427,0.24,0.2512,0.5353,-0.2453,0.0431,-0.1016,-0.2389,0.7455,-0.1889,0.6061,-0.0016,-3.9087,7.1659,1.9543,1.4222,7.3071,-0.2394,-3.9313,9.3613,-1.0822,-0.7853,7.2927,-7.1012,0.6838,0.6103,-0.066,0.7795,-0.1884,0.0676,-0.3278,0.083,-0.1809,-0.0921,0.3751,0.0037
Fine,-3.9087,7.1659,1.9543,1.4222,7.3071,-0.2394,-3.9313,9.3613,-1.0822,-0.7853,7.2927,-7.1012,0.6838,0.6103,-0.066,0.7795,-0.1884,0.0676,-0.3278,0.083,-0.1809,-0.0921,0.3751,0.0037,-3.6308,7.8844,4.1482,-0.5698,12.2296,1.992,-5.4923,8.8538,0.4166,1.1636,8.4563,-5.2768,0.9913,0.8402,-0.0569,0.696,-0.0394,0.4103,-0.2724,0.6582,-0.5263,-0.0074,0.1575,0.1133
